0,0,224.79,274.6,234.901,303.999,61.5852,64.1768,67.499
0,2,255.055,507.992,271.034,510.93,66.4629,68.937,83.4175
0,3,441.847,409.666,436.078,412.785,157.256,164.186,84.3347
0,4,149.456,262.732,161.126,299.842,133.339,143.463,54.91
0,5,491.117,322.448,494.038,350.647,161.619,166.97,97.8123
0,6,352.86,428.886,361.304,409.748,105.526,110.816,82.3689
0,7,552.654,416.529,563.922,417.617,84.3196,86.5717,96.3926
0,8,481.525,259.61,465.957,264.672,204.577,214.392,93.2123
0,9,119.387,636.144,158.188,609.472,107.458,111.594,137.692
0,10,225.402,452.218,218.031,471.861,140.833,143.391,66.9386
0,11,180.08,512.784,203.875,511.836,125.509,126.999,87.2729
0,12,271.5,725,306.618,695.256,161.924,171.876,97.9259
0,13,641.949,211.284,624.375,238.941,70.2921,74.5962,114.759
0,14,508.921,524,519.235,551.704,176.112,179.024,67.5116
0,15,435.189,627.83,433.134,644.988,199.991,205.274,73.347
0,16,618.363,301.05,593.147,326.654,74.4908,76.7299,114.775
0,17,134.343,230.249,173.748,230.936,75.3653,81.1967,57.909
0,18,448.038,298.138,459.035,298.408,106.611,111.968,93.2372
0,19,196.873,128,202.384,181.524,104.655,117.076,63.0687
0,20,357.108,401.5,361.943,430.218,70.9935,74.4039,79.3865
0,21,292.307,727.316,317.531,684.801,77.198,82.8094,91.3984
0,22,501.733,495.206,501.815,503.167,136.684,141.433,78.847
0,23,203.955,367.864,235.59,374.841,87.9379,91.5865,70.7567
0,24,524.38,401.356,491.633,384.134,213.485,221.285,80.5873
0,25,507.192,658.5,505.589,655.562,97.0537,104.157,72.5147
0,26,375.612,431.265,359.032,428.741,106.026,110.963,80.2676
0,27,778.009,655.642,725.245,623.155,75.4442,82.6532,42.2389
0,28,565.507,667.522,546.088,666.742,115.005,125.94,67.4989
0,29,619.417,241.833,608.365,245.461,75.3438,79.0139,114.983
0,30,561.229,381.688,550.039,370.799,100.242,103.714,100.52
0,31,472.5,343.5,445.673,359.449,61.8909,64.4716,83.7296
0,32,220.45,339.185,208.476,345.827,66.3482,69.5294,68.7922
0,33,201.369,420.929,212.694,419.941,163.051,167.669,42.8319
0,34,254.9,530.58,291.181,545.966,209.112,218.526,69.4363
